project_budget,client_rating,num_existing_proposals,freelancer_experience,proposal_quality_score,project_category,client_location,project_duration,freelancer_country,freelancer_rating,previous_jobs_completed,budget_per_proposal,project_category_encoded,client_location_encoded,freelancer_country_encoded,client_rating_category_encoded,experience_level_encoded,experience_quality_interaction,combined_experience_rating,success
29038.0,1.3,60.0,17,6.0,Web Development,Canada,3.0,Nigeria,2.5,61,476.0327868852459,4,2,4,1,1,102.0,24.4,0
32549.0,4.7,69.0,17,7.0,Mobile App,Singapore,47.0,UK,4.2,345,464.98571428571427,3,6,7,0,1,119.0,110.28,1
37631.0,2.3,87.0,9,4.0,Mobile App,UK,75.0,Australia,3.6,25,427.625,3,8,0,2,3,36.0,11.64,0
43444.0,1.5,96.0,17,1.0,Writing,Singapore,86.0,USA,2.8,316,447.87628865979383,5,6,8,1,1,17.0,101.02,0
8927.0,2.8,52.0,0,9.0,Writing,USA,6.0,Philippines,3.3,434,168.43396226415095,5,9,6,2,0,0.0,131.51999999999998,1
41848.0,1.2,50.0,6,6.0,Writing,Australia,46.0,USA,4.1,324,820.5490196078431,5,0,8,1,3,36.0,100.64,0
24785.0,3.7,75.0,2,3.0,Writing,Brazil,61.0,Pakistan,4.0,183,326.11842105263156,5,1,5,0,0,6.0,57.1,0
38126.0,4.6,55.0,13,5.0,Design,Germany,43.0,Bangladesh,1.7,305,680.8214285714286,1,4,1,0,1,65.0,96.08,0
43308.0,4.3,26.0,11,6.0,Data Science,France,56.0,Bangladesh,2.2,380,1604.0,0,3,1,0,1,66.0,118.18,0
23428.0,1.5,37.0,13,6.0,Writing,Canada,70.0,Nigeria,2.4,35,616.5263157894736,5,2,4,1,1,78.0,15.36,1
19698.0,1.5,61.0,3,9.0,Web Development,Singapore,20.0,UK,1.8,407,317.7096774193548,4,6,7,1,2,27.0,123.72,0
20258.0,4.3,17.0,12,4.0,Mobile App,Australia,47.0,USA,1.0,462,1125.4444444444443,3,0,8,0,1,48.0,142.6,0
15754.0,4.7,63.0,15,5.0,Marketing,India,54.0,Bangladesh,1.7,29,246.15625,2,5,1,0,1,75.0,13.879999999999999,0
44738.0,2.8,76.0,15,5.0,Writing,UAE,41.0,Canada,4.2,68,581.012987012987,5,7,2,2,1,75.0,26.58,1
1752.0,3.0,29.0,4,3.0,Web Development,Canada,75.0,Pakistan,3.2,231,58.4,4,2,5,2,2,12.0,71.78,1
40264.0,2.3,48.0,19,2.0,Design,UAE,66.0,Philippines,2.4,175,821.7142857142857,1,7,6,2,1,38.0,59.16,1
12673.0,4.6,40.0,5,5.0,Web Development,USA,31.0,Ukraine,3.4,277,309.0975609756098,4,9,9,0,2,25.0,85.96,0
37941.0,3.6,12.0,5,5.0,Marketing,UAE,64.0,Australia,4.0,32,2918.5384615384614,2,7,0,0,2,25.0,12.7,0
27198.0,3.0,33.0,17,9.0,Marketing,Brazil,58.0,Ukraine,2.4,68,799.9411764705883,2,1,9,2,1,153.0,26.459999999999997,1
16281.0,2.2,99.0,5,5.0,Web Development,UAE,55.0,Philippines,2.9,351,162.81,4,7,6,2,2,25.0,107.96,1
13551.0,4.6,93.0,6,9.0,Design,Germany,46.0,Ukraine,1.3,254,144.1595744680851,1,4,9,0,3,54.0,78.52,0
40149.0,1.1,24.0,15,4.0,Marketing,India,24.0,India,3.4,49,1605.96,2,5,3,1,1,60.0,20.56,1
7449.0,2.3,65.0,8,2.0,Design,Singapore,77.0,Bangladesh,2.4,495,112.86363636363636,1,6,1,2,3,16.0,151.86,0
42789.0,3.2,99.0,12,3.0,Mobile App,Germany,89.0,Philippines,2.7,22,427.89,3,4,6,2,1,36.0,11.28,0
8517.0,1.6,17.0,11,1.0,Writing,USA,37.0,Australia,2.7,253,473.1666666666667,5,9,0,1,1,11.0,80.27999999999999,0
7441.0,3.0,4.0,18,5.0,Marketing,Germany,41.0,USA,3.5,393,1488.2,2,4,8,2,1,90.0,124.69999999999999,1
26434.0,4.3,18.0,0,1.0,Web Development,USA,25.0,Canada,3.3,163,1391.2631578947369,4,9,2,0,0,0.0,50.22,0
23886.0,4.6,41.0,7,1.0,Data Science,Germany,29.0,Bangladesh,2.7,369,568.7142857142857,0,4,1,0,3,7.0,113.88000000000001,0
10709.0,4.3,17.0,3,7.0,Data Science,Canada,31.0,Nigeria,1.1,272,594.9444444444445,0,2,4,0,2,21.0,82.94,0
18215.0,4.6,31.0,18,2.0,Mobile App,Germany,2.0,Australia,3.5,180,569.21875,3,4,0,0,1,36.0,60.8,0
29420.0,3.2,20.0,4,8.0,Data Science,Germany,12.0,India,4.5,346,1400.952380952381,0,4,3,2,2,32.0,106.8,1
32203.0,4.2,9.0,16,6.0,Mobile App,USA,5.0,Canada,4.1,249,3220.3,3,9,2,0,1,96.0,81.14,0
42818.0,2.5,36.0,2,4.0,Writing,Singapore,61.0,Pakistan,4.9,236,1157.2432432432433,5,6,5,2,0,8.0,73.36,0
5137.0,3.7,48.0,18,9.0,Mobile App,UAE,56.0,Australia,1.6,391,104.83673469387755,3,7,0,0,1,162.0,123.34,1
5354.0,5.0,85.0,0,8.0,Design,UK,78.0,India,1.9,231,62.25581395348837,1,8,3,0,0,0.0,70.06,0
43588.0,1.9,12.0,0,3.0,Design,UK,71.0,Philippines,3.2,427,3352.923076923077,1,8,6,1,0,0.0,129.38,1
38160.0,2.6,54.0,19,3.0,Design,India,37.0,Philippines,1.9,444,693.8181818181819,1,5,6,2,1,57.0,139.66,1
40311.0,2.9,16.0,8,4.0,Marketing,Brazil,36.0,Nigeria,1.1,121,2371.235294117647,2,1,4,2,3,32.0,39.14,0
49789.0,1.6,8.0,4,9.0,Design,UK,74.0,UK,2.6,241,5532.111111111111,1,8,7,1,2,36.0,74.53999999999999,0
20356.0,3.0,87.0,6,9.0,Design,USA,29.0,Australia,2.2,133,231.3181818181818,1,9,0,2,3,54.0,42.58,1
22333.0,4.3,43.0,5,5.0,Design,UK,80.0,Ukraine,2.1,70,507.5681818181818,1,8,9,0,2,25.0,23.34,0
20463.0,4.9,77.0,16,9.0,Design,India,38.0,Australia,4.8,345,262.34615384615387,1,5,0,0,1,144.0,110.22,1
37432.0,2.6,45.0,16,6.0,Marketing,Brazil,85.0,Canada,2.0,464,813.7391304347826,2,1,2,2,1,96.0,144.79999999999998,1
27669.0,1.4,7.0,12,5.0,Design,France,41.0,Bangladesh,1.5,420,3458.625,1,3,1,1,1,60.0,130.2,0
8441.0,1.3,36.0,11,8.0,Design,India,33.0,Pakistan,1.5,309,228.13513513513513,1,5,5,1,1,88.0,96.60000000000001,1
14888.0,4.6,18.0,3,7.0,Writing,USA,81.0,Canada,4.2,278,783.578947368421,5,9,2,0,2,21.0,85.97999999999999,0
6069.0,2.9,62.0,7,4.0,Marketing,France,13.0,UK,3.0,218,96.33333333333333,2,3,7,2,3,28.0,68.69999999999999,1
4800.0,3.0,91.0,4,4.0,Design,Germany,6.0,Nigeria,1.5,184,52.17391304347826,1,4,4,2,2,16.0,56.99999999999999,0
39537.0,2.9,45.0,4,6.0,Mobile App,France,66.0,Canada,1.9,306,859.5,3,3,2,2,2,24.0,93.75999999999999,0
37086.0,2.3,93.0,12,9.0,Writing,UK,8.0,USA,4.0,487,394.531914893617,5,8,8,2,1,108.0,151.29999999999998,0
12515.0,3.0,70.0,10,5.0,Marketing,India,64.0,Nigeria,2.1,313,176.26760563380282,2,5,4,2,3,50.0,97.74,1
45502.0,3.0,25.0,7,5.0,Data Science,UAE,46.0,India,4.9,402,1750.076923076923,0,7,3,2,3,35.0,124.66,1
6754.0,3.4,45.0,7,5.0,Web Development,France,23.0,Philippines,3.2,410,146.82608695652175,4,3,6,2,3,35.0,126.38,1
17644.0,3.8,45.0,0,8.0,Marketing,Germany,71.0,UK,1.8,216,383.5652173913044,2,4,7,0,0,0.0,65.52,1
24714.0,2.5,74.0,12,6.0,Writing,Germany,21.0,USA,4.4,487,329.52,5,4,8,2,1,72.0,151.45999999999998,1
40618.0,4.0,13.0,4,1.0,Design,USA,1.0,Pakistan,2.3,280,2901.285714285714,1,9,5,0,2,4.0,86.12,0
15683.0,3.7,84.0,7,1.0,Writing,USA,46.0,India,2.2,404,184.50588235294117,5,9,3,0,3,7.0,124.17999999999999,0
6738.0,1.5,62.0,16,9.0,Web Development,France,62.0,Bangladesh,2.3,378,106.95238095238095,4,3,1,1,1,144.0,119.11999999999999,1
6590.0,3.3,71.0,12,8.0,Web Development,Canada,2.0,Pakistan,4.1,280,91.52777777777777,4,2,5,2,1,96.0,89.24,0
12137.0,2.0,2.0,8,6.0,Marketing,Germany,75.0,UK,1.7,124,4045.6666666666665,2,4,7,1,3,48.0,40.279999999999994,1
22915.0,4.2,27.0,1,1.0,Design,India,82.0,Philippines,2.5,178,818.3928571428571,1,5,6,0,0,1.0,54.699999999999996,0
24571.0,2.7,28.0,18,2.0,Design,Canada,44.0,USA,1.1,326,847.2758620689655,1,2,8,2,1,36.0,103.64,0
45915.0,5.0,86.0,19,3.0,Mobile App,Germany,88.0,Ukraine,4.3,34,527.7586206896551,3,4,9,0,1,57.0,17.619999999999997,1
43179.0,1.4,17.0,16,3.0,Web Development,Canada,83.0,Philippines,2.4,69,2398.8333333333335,4,2,6,1,1,48.0,26.46,1
41740.0,4.1,34.0,6,2.0,Design,UAE,5.0,Philippines,2.0,359,1192.5714285714287,1,7,6,0,3,12.0,110.3,1
18771.0,3.0,76.0,2,2.0,Web Development,France,39.0,Pakistan,3.3,177,243.7792207792208,4,3,5,2,0,4.0,55.02,0
36534.0,4.1,75.0,18,6.0,Mobile App,Singapore,66.0,Bangladesh,3.8,398,480.7105263157895,3,6,1,0,1,108.0,126.32,1
33934.0,2.2,46.0,18,7.0,Data Science,India,81.0,India,4.3,407,722.0,0,5,3,2,1,126.0,129.22,1
4688.0,3.0,4.0,8,4.0,Web Development,USA,45.0,Nigeria,2.4,48,937.6,4,9,4,2,3,32.0,17.759999999999998,0
10661.0,4.2,74.0,9,1.0,Mobile App,Brazil,75.0,Canada,4.2,67,142.14666666666668,3,1,2,0,3,9.0,24.479999999999997,0
29232.0,1.9,58.0,13,6.0,Mobile App,UAE,13.0,Nigeria,2.9,6,495.45762711864404,3,7,4,1,1,78.0,6.859999999999999,0
11814.0,1.9,74.0,17,7.0,Mobile App,UK,32.0,India,1.4,93,157.52,3,8,3,1,1,119.0,33.559999999999995,0
24454.0,3.2,58.0,14,4.0,Writing,Germany,43.0,Ukraine,4.4,383,414.47457627118644,5,4,9,2,1,56.0,120.85999999999999,0
22008.0,3.1,46.0,0,6.0,Marketing,USA,8.0,Canada,3.2,80,468.25531914893617,2,9,2,2,0,0.0,25.28,1
22469.0,2.1,94.0,5,9.0,Design,Germany,74.0,Philippines,3.4,437,236.5157894736842,1,4,6,2,2,45.0,133.96,1
46159.0,2.2,94.0,14,4.0,Web Development,Australia,89.0,Bangladesh,4.7,249,485.88421052631577,4,0,1,2,1,56.0,80.78,0
38045.0,2.1,12.0,5,4.0,Marketing,India,59.0,Australia,3.2,37,2926.5384615384614,2,5,0,2,2,20.0,13.879999999999999,1
37168.0,4.1,77.0,17,5.0,Writing,Brazil,11.0,India,1.0,349,476.5128205128205,5,1,3,0,1,85.0,110.2,1
23561.0,3.6,88.0,0,3.0,Web Development,France,28.0,Australia,4.5,44,264.7303370786517,4,3,0,0,0,0.0,15.0,0
14216.0,4.3,32.0,2,2.0,Marketing,Germany,39.0,Nigeria,2.1,358,430.7878787878788,2,4,4,0,0,4.0,108.83999999999999,1
40249.0,4.9,96.0,16,9.0,Writing,USA,26.0,Philippines,3.0,136,414.9381443298969,5,9,6,0,1,144.0,46.8,1
39644.0,2.9,61.0,15,1.0,Design,Singapore,72.0,Pakistan,1.8,310,639.4193548387096,1,6,5,2,1,15.0,98.22,0
17407.0,1.3,78.0,7,5.0,Mobile App,Germany,26.0,Pakistan,2.2,466,220.34177215189874,3,4,5,1,3,35.0,142.77999999999997,0
19277.0,1.2,15.0,16,5.0,Marketing,Germany,32.0,Bangladesh,3.7,307,1204.8125,2,4,1,1,1,80.0,98.38,0
28193.0,2.2,43.0,7,8.0,Marketing,Singapore,46.0,Philippines,2.7,460,640.75,2,6,6,2,3,56.0,141.18,1
43428.0,4.7,57.0,16,6.0,Web Development,Brazil,28.0,India,3.5,366,748.7586206896551,4,1,3,0,1,96.0,116.0,0
26829.0,3.1,5.0,8,6.0,Mobile App,India,7.0,Bangladesh,4.3,304,4471.5,3,5,1,2,3,48.0,95.32000000000001,1
47392.0,2.1,88.0,11,6.0,Design,Germany,35.0,Canada,2.4,228,532.4943820224719,1,4,2,2,1,66.0,72.66,0
16782.0,3.0,14.0,18,4.0,Web Development,Germany,66.0,Canada,3.3,182,1118.8,4,4,2,2,1,72.0,61.32,0
24124.0,3.4,3.0,3,1.0,Data Science,France,22.0,Philippines,4.1,466,6031.0,0,3,6,2,2,3.0,142.33999999999997,1
23821.0,3.6,55.0,10,3.0,Data Science,Singapore,22.0,Bangladesh,3.9,325,425.375,0,6,1,0,3,30.0,102.06,0
10988.0,1.6,63.0,3,6.0,Data Science,India,3.0,USA,3.2,203,171.6875,0,5,8,1,2,18.0,63.08,0
23074.0,4.9,67.0,13,5.0,Design,India,46.0,Australia,2.5,462,339.3235294117647,1,5,0,0,1,65.0,143.5,1
5740.0,3.2,93.0,13,1.0,Data Science,Australia,50.0,Bangladesh,2.6,110,61.06382978723404,0,0,1,2,1,13.0,37.94,0
43721.0,1.5,33.0,5,5.0,Marketing,Brazil,8.0,Ukraine,2.7,386,1285.9117647058824,2,1,9,1,2,25.0,118.38,1
10978.0,4.6,90.0,16,2.0,Web Development,Australia,4.0,Australia,2.4,67,120.63736263736264,4,0,0,0,1,32.0,25.86,0
45662.0,1.3,94.0,1,1.0,Marketing,UAE,15.0,USA,3.8,356,480.65263157894736,2,7,8,1,0,1.0,108.61999999999999,1
19762.0,4.6,55.0,7,4.0,Data Science,UK,46.0,India,1.5,37,352.89285714285717,0,8,3,0,3,28.0,13.8,1
4932.0,5.0,31.0,3,6.0,Web Development,Brazil,39.0,USA,4.9,197,154.125,4,1,8,0,2,18.0,61.959999999999994,0
30221.0,3.8,8.0,9,7.0,Marketing,UAE,76.0,Nigeria,4.1,304,3357.8888888888887,2,7,4,0,3,63.0,95.54,0
14068.0,4.1,62.0,6,9.0,Design,UK,29.0,Ukraine,2.2,91,223.3015873015873,1,8,9,0,3,54.0,29.98,0
14678.0,2.3,71.0,3,5.0,Mobile App,USA,73.0,Philippines,1.2,263,203.86111111111111,3,9,6,2,2,15.0,80.27999999999999,1
22695.0,4.8,77.0,15,8.0,Marketing,Brazil,62.0,India,3.8,242,290.96153846153845,2,1,3,0,1,120.0,78.61999999999999,0
802.0,3.0,32.0,13,8.0,Writing,Singapore,84.0,Australia,3.9,115,24.303030303030305,5,6,0,2,1,104.0,39.96,0
17522.0,3.0,86.0,15,9.0,Data Science,UAE,34.0,Philippines,4.9,94,201.4022988505747,0,7,6,2,1,135.0,34.66,1
555.0,4.7,20.0,8,3.0,Writing,Germany,26.0,Canada,2.0,212,26.428571428571427,5,4,2,0,3,24.0,66.8,1
46281.0,4.9,54.0,3,3.0,Mobile App,Australia,85.0,Ukraine,1.3,245,841.4727272727273,3,0,9,0,2,9.0,74.92,0
9217.0,4.3,75.0,5,9.0,Design,UK,87.0,India,4.7,172,121.27631578947368,1,8,3,0,2,45.0,54.980000000000004,1
29199.0,2.2,56.0,0,7.0,Marketing,UAE,18.0,India,2.0,284,512.2631578947369,2,7,3,2,0,0.0,86.0,0
8650.0,4.9,1.0,6,4.0,Design,Canada,63.0,USA,3.9,78,4325.0,1,2,8,0,3,24.0,26.759999999999998,0
2625.0,3.5,12.0,0,1.0,Mobile App,Brazil,52.0,Bangladesh,1.2,432,201.92307692307693,3,1,1,2,0,0.0,130.07999999999998,0
44747.0,4.7,3.0,18,7.0,Writing,Australia,54.0,Ukraine,4.0,279,11186.75,5,0,9,0,1,126.0,90.7,0
49013.0,3.7,83.0,7,6.0,Marketing,India,88.0,Philippines,1.5,148,583.4880952380952,2,5,6,0,3,42.0,47.1,1
17248.0,2.2,49.0,2,3.0,Data Science,Australia,42.0,USA,3.8,368,344.96,0,0,8,2,0,6.0,112.52,0
40077.0,2.5,47.0,0,5.0,Web Development,UAE,54.0,Australia,3.1,278,834.9375,4,7,0,2,0,0.0,84.63999999999999,0
5121.0,3.2,77.0,0,3.0,Design,Singapore,52.0,Australia,4.8,350,65.65384615384616,1,6,0,2,0,0.0,106.92,0
15534.0,4.2,29.0,6,8.0,Mobile App,USA,13.0,Nigeria,1.1,225,517.8,3,9,4,0,3,48.0,69.74,0
46891.0,2.3,28.0,12,5.0,Marketing,UK,32.0,Bangladesh,2.2,411,1616.9310344827586,2,8,1,2,1,60.0,127.78,1
5626.0,3.3,7.0,0,6.0,Writing,Australia,83.0,UK,1.3,415,703.25,5,0,7,2,0,0.0,125.02,0
5622.0,2.4,11.0,15,2.0,Data Science,USA,81.0,Australia,4.5,405,468.5,0,9,0,2,1,30.0,127.8,0
18530.0,4.3,40.0,13,8.0,Writing,Germany,66.0,Bangladesh,3.4,445,451.9512195121951,5,4,1,0,1,104.0,138.76,0
17802.0,2.9,25.0,3,9.0,Data Science,India,82.0,Canada,3.1,322,684.6923076923077,0,5,2,2,2,27.0,98.74,0
19681.0,1.3,49.0,11,3.0,Marketing,France,58.0,Bangladesh,1.5,117,393.62,2,3,1,1,1,33.0,39.0,0
39138.0,1.7,1.0,11,6.0,Web Development,Germany,39.0,India,3.0,72,19569.0,4,4,3,1,1,66.0,26.099999999999998,1
2031.0,1.2,54.0,16,6.0,Web Development,Canada,27.0,Philippines,2.6,5,36.92727272727273,4,2,6,1,1,96.0,7.34,1
41440.0,3.0,55.0,14,2.0,Mobile App,India,78.0,India,2.3,320,740.0,3,5,3,2,1,28.0,101.12,0
40941.0,1.4,13.0,9,5.0,Mobile App,Canada,54.0,India,4.1,21,2924.3571428571427,3,2,3,1,3,45.0,10.64,0
23833.0,1.5,5.0,2,5.0,Data Science,Singapore,79.0,Australia,1.2,178,3972.1666666666665,0,6,0,1,0,10.0,54.48,0
40150.0,4.8,94.0,19,8.0,Data Science,UK,72.0,Nigeria,3.6,195,422.63157894736844,0,8,4,0,1,152.0,65.64,0
35174.0,4.5,80.0,19,8.0,Data Science,Germany,73.0,Pakistan,4.3,108,434.24691358024694,0,4,5,0,1,152.0,39.82,1
36354.0,2.8,88.0,11,3.0,Data Science,Singapore,85.0,Bangladesh,4.6,371,408.4719101123595,0,6,1,2,1,33.0,116.44,0
46771.0,4.9,60.0,0,5.0,Marketing,Brazil,43.0,Pakistan,4.0,184,766.7377049180328,2,1,5,0,0,0.0,56.8,0
8652.0,1.0,95.0,0,7.0,Marketing,France,52.0,Pakistan,2.1,455,90.125,2,3,5,1,0,0.0,137.34,0
39018.0,3.5,11.0,9,5.0,Web Development,India,14.0,Pakistan,3.4,54,3251.5,4,5,5,2,3,45.0,20.259999999999998,0
46040.0,3.5,12.0,17,6.0,Mobile App,UK,8.0,USA,1.6,228,3541.5384615384614,3,8,8,2,1,102.0,74.13999999999999,0
10767.0,2.8,18.0,14,2.0,Mobile App,UK,35.0,Pakistan,1.5,425,566.6842105263158,3,8,5,2,1,28.0,132.3,1
25789.0,2.6,43.0,1,8.0,Design,Australia,18.0,Australia,3.6,435,586.1136363636364,1,0,0,2,0,8.0,132.24,0
1562.0,2.8,88.0,16,5.0,Mobile App,Brazil,55.0,UK,4.4,444,17.55056179775281,3,1,7,2,1,80.0,139.76,0
30426.0,2.7,94.0,7,6.0,Mobile App,UK,78.0,Pakistan,1.3,18,320.2736842105263,3,8,5,2,3,42.0,8.02,0
6729.0,3.9,58.0,8,1.0,Writing,UAE,52.0,USA,1.4,363,114.05084745762711,5,7,8,0,3,8.0,111.85999999999999,0
49777.0,1.5,36.0,19,2.0,Writing,Brazil,72.0,USA,3.3,384,1345.3243243243244,5,1,8,1,1,38.0,122.21999999999998,0
48415.0,1.8,24.0,10,4.0,Design,France,49.0,India,1.9,424,1936.6,1,3,3,1,3,40.0,130.95999999999998,1
5132.0,1.7,15.0,5,9.0,Data Science,France,8.0,Pakistan,3.4,446,320.75,0,3,5,1,2,45.0,136.66,1
39556.0,2.0,37.0,13,6.0,Design,Canada,37.0,UK,1.9,215,1040.9473684210527,1,2,7,1,1,78.0,69.16,0
4096.0,3.1,42.0,0,5.0,Design,France,66.0,Bangladesh,1.5,47,95.25581395348837,1,3,1,2,0,0.0,14.7,0
44743.0,1.4,86.0,6,2.0,Web Development,UAE,81.0,Ukraine,3.2,464,514.2873563218391,4,7,9,1,3,12.0,142.28,0
6668.0,4.5,13.0,8,5.0,Marketing,India,77.0,Australia,4.4,159,476.2857142857143,2,5,0,0,3,40.0,51.86,1
43063.0,2.2,5.0,10,1.0,Mobile App,USA,78.0,Australia,3.7,433,7177.166666666667,3,9,0,2,3,10.0,134.38,0
8061.0,1.7,88.0,15,4.0,Web Development,USA,41.0,Bangladesh,4.3,397,90.57303370786516,4,9,1,1,1,60.0,125.32,0
8758.0,3.7,22.0,18,1.0,Marketing,Australia,73.0,India,2.1,272,380.7826086956522,2,0,3,0,1,18.0,87.83999999999999,1
17116.0,1.2,59.0,1,9.0,Mobile App,UK,27.0,Bangladesh,4.5,95,285.26666666666665,3,8,1,1,0,9.0,30.6,0
27234.0,3.5,11.0,14,2.0,Design,France,20.0,Australia,2.5,480,2269.5,1,3,0,2,1,28.0,149.2,0
6871.0,3.8,12.0,2,7.0,Mobile App,Canada,38.0,India,4.4,29,528.5384615384615,3,2,3,0,0,14.0,11.059999999999999,1
26569.0,1.9,99.0,3,3.0,Data Science,Australia,12.0,Bangladesh,2.9,120,265.69,0,0,1,1,2,9.0,38.06,0
14869.0,1.2,97.0,19,2.0,Data Science,Singapore,42.0,Canada,2.1,366,151.72448979591837,0,6,2,1,1,38.0,116.34,0
13410.0,2.5,5.0,6,4.0,Design,UK,86.0,Ukraine,2.0,434,2235.0,1,8,9,2,3,24.0,132.79999999999998,1
8443.0,1.4,62.0,11,7.0,Writing,UAE,50.0,Pakistan,3.3,353,134.015873015873,5,7,5,1,1,77.0,110.52,0
12699.0,1.5,37.0,3,7.0,Data Science,USA,31.0,Ukraine,1.3,475,334.1842105263158,0,9,9,1,2,21.0,143.92,1
16228.0,2.0,49.0,9,9.0,Design,Canada,77.0,India,4.7,189,324.56,1,2,3,1,3,81.0,61.279999999999994,1
23775.0,2.2,51.0,5,3.0,Web Development,Australia,65.0,Philippines,2.1,151,457.21153846153845,4,0,6,2,2,15.0,47.64,1
7238.0,3.1,39.0,13,7.0,Writing,Germany,53.0,Bangladesh,2.3,375,180.95,5,4,1,2,1,91.0,117.32,0
16413.0,3.7,7.0,2,6.0,Data Science,USA,40.0,Philippines,1.9,254,2051.625,0,9,6,0,0,12.0,77.56,0
35740.0,3.4,60.0,16,7.0,Design,UAE,73.0,Pakistan,1.0,190,585.9016393442623,1,7,5,2,1,112.0,62.2,1
19623.0,1.6,7.0,10,7.0,Design,UK,39.0,Bangladesh,3.8,141,2452.875,1,8,1,1,3,70.0,46.81999999999999,0
48947.0,1.7,96.0,9,5.0,Web Development,India,10.0,Australia,3.4,245,504.6082474226804,4,5,0,1,3,45.0,77.56,0
35029.0,4.5,33.0,9,9.0,Web Development,Germany,29.0,Pakistan,4.2,33,1030.264705882353,4,4,5,0,3,81.0,14.280000000000001,1
10667.0,3.2,78.0,9,7.0,Writing,UAE,40.0,Nigeria,1.2,186,135.0253164556962,5,7,4,2,3,63.0,58.98,0
11054.0,4.5,99.0,2,7.0,Marketing,Canada,30.0,Australia,4.7,366,110.54,2,2,0,0,0,14.0,112.28,0
17760.0,2.5,59.0,14,3.0,Data Science,Singapore,2.0,Pakistan,2.3,448,296.0,0,6,5,2,1,42.0,139.52,0
47545.0,3.5,56.0,16,1.0,Design,India,82.0,Pakistan,4.7,85,834.1228070175439,1,5,5,2,1,16.0,32.18,0
4312.0,3.1,98.0,17,5.0,Writing,UAE,28.0,Canada,1.4,160,43.55555555555556,5,7,2,2,1,85.0,53.66,0
28524.0,2.3,45.0,18,8.0,Writing,Australia,47.0,Australia,4.0,363,620.0869565217391,5,0,0,2,1,144.0,115.89999999999999,0
27785.0,2.9,21.0,18,5.0,Web Development,Singapore,32.0,Canada,3.3,117,1262.9545454545455,4,6,2,2,1,90.0,41.82,1
27400.0,3.0,86.0,11,3.0,Design,UAE,88.0,Canada,2.4,110,314.9425287356322,1,7,2,2,1,33.0,37.26,0
2105.0,1.8,39.0,4,9.0,Mobile App,India,78.0,Bangladesh,1.3,57,52.625,3,5,1,1,2,36.0,18.819999999999997,0
6122.0,2.3,44.0,15,2.0,Marketing,Canada,89.0,Australia,3.4,17,136.04444444444445,2,2,0,2,1,30.0,10.96,0
7267.0,4.2,54.0,14,3.0,Marketing,USA,89.0,Australia,1.1,366,132.12727272727273,2,9,0,0,1,42.0,114.44,0
27639.0,4.7,50.0,14,4.0,Web Development,India,32.0,Pakistan,3.0,358,541.9411764705883,4,5,5,0,1,56.0,112.8,1
12113.0,2.4,85.0,5,1.0,Design,India,27.0,Australia,3.4,139,140.84883720930233,1,5,0,2,2,5.0,44.559999999999995,0
11089.0,3.0,4.0,11,4.0,Writing,Australia,54.0,Pakistan,3.9,457,2217.8,5,0,5,2,1,44.0,141.95999999999998,0
14418.0,1.8,94.0,1,4.0,Marketing,Brazil,56.0,UK,5.0,193,151.76842105263157,2,1,7,1,0,4.0,60.199999999999996,0
20619.0,3.7,12.0,19,9.0,Writing,Brazil,31.0,Australia,2.0,129,1586.076923076923,5,1,0,0,1,171.0,45.199999999999996,0
27946.0,2.3,27.0,8,8.0,Data Science,UAE,24.0,UK,2.3,453,998.0714285714286,0,7,7,2,3,64.0,139.22,1
13546.0,5.0,83.0,3,2.0,Mobile App,Canada,35.0,Ukraine,2.4,211,161.26190476190476,3,2,9,0,2,6.0,65.16,0
25318.0,2.3,96.0,4,7.0,Web Development,Brazil,30.0,Nigeria,3.9,485,261.0103092783505,4,1,4,2,2,28.0,148.26,0
35858.0,3.0,79.0,7,6.0,Marketing,Singapore,55.0,Philippines,4.7,283,448.225,2,6,6,2,3,42.0,88.88,0
4824.0,3.4,61.0,9,7.0,Data Science,Canada,64.0,Pakistan,4.9,119,77.80645161290323,0,2,5,2,3,63.0,40.36,1
11287.0,4.2,92.0,6,4.0,Data Science,Australia,33.0,Ukraine,4.8,378,121.36559139784946,0,0,9,0,3,24.0,117.11999999999999,0
9611.0,2.9,86.0,13,5.0,Mobile App,Germany,46.0,Australia,4.5,41,110.47126436781609,3,4,0,2,1,65.0,18.0,0
38610.0,2.7,23.0,4,6.0,Web Development,Singapore,33.0,Bangladesh,5.0,2,1608.75,4,6,1,2,2,24.0,3.8000000000000003,0
16889.0,5.0,97.0,15,9.0,Web Development,Brazil,68.0,UK,2.5,431,172.33673469387756,4,1,7,0,1,135.0,134.79999999999998,0
41927.0,1.0,6.0,14,2.0,Writing,UK,64.0,Australia,4.8,228,5989.571428571428,5,8,0,1,1,28.0,74.52,0
14543.0,4.6,37.0,4,9.0,Web Development,UK,30.0,India,4.0,228,382.7105263157895,4,8,3,0,2,36.0,71.19999999999999,1
29246.0,1.6,154.0,2,1.0,Data Science,UK,79.0,Nigeria,1.7,489,188.68387096774194,0,8,4,1,0,2.0,147.98,0
22850.0,4.1,67.0,9,4.0,Writing,India,29.0,India,1.2,472,336.02941176470586,5,5,3,0,3,36.0,144.78,1
42105.0,3.5,97.0,4,5.0,Web Development,Germany,62.0,Nigeria,1.9,342,429.64285714285717,4,4,4,2,2,20.0,104.55999999999999,0
