project_budget,client_rating,num_existing_proposals,freelancer_experience,proposal_quality_score,project_category,client_location,project_duration,freelancer_country,freelancer_rating,previous_jobs_completed,success,budget_per_proposal,client_rating_category,experience_level
8835.0,,27.0,0,6.0,Writing,Brazil,87.0,Pakistan,1.2,491,0,315.5357142857143,,Entry
21864.0,2.5,73.0,14,7.0,Design,India,50.0,India,4.9,112,1,295.4594594594595,Medium,Expert
37759.0,3.5,85.0,2,6.0,Marketing,UAE,89.0,USA,3.9,442,0,439.0581395348837,Medium,Entry
24076.0,2.8,80.0,7,5.0,Mobile App,USA,1.0,Pakistan,3.9,359,0,297.2345679012346,Medium,Senior
32167.0,4.1,89.0,8,6.0,Design,Canada,82.0,Ukraine,1.4,130,0,357.4111111111111,High,Senior
11630.0,5.0,66.0,14,3.0,Writing,India,19.0,India,4.7,38,1,173.5820895522388,High,Expert
22472.0,1.8,70.0,9,9.0,Marketing,Canada,64.0,Canada,2.9,306,1,316.50704225352115,Low,Senior
40919.0,2.8,71.0,1,,Web Development,Germany,53.0,Canada,4.4,371,0,568.3194444444445,Medium,Entry
1667.0,2.7,83.0,19,2.0,Writing,Brazil,6.0,UK,1.1,7,0,19.845238095238095,Medium,Expert
27692.0,2.2,75.0,4,7.0,Web Development,Canada,17.0,Nigeria,2.2,365,0,364.36842105263156,Medium,Junior
1562.0,1.8,98.0,18,3.0,Writing,Germany,46.0,Nigeria,5.0,45,1,15.777777777777779,Low,Expert
19040.0,1.3,80.0,12,1.0,Design,UAE,72.0,Philippines,2.7,193,0,235.06172839506172,Low,Expert
24744.0,4.5,91.0,10,3.0,Marketing,Australia,73.0,USA,4.6,5,0,268.95652173913044,High,Senior
22045.0,2.7,9.0,0,9.0,Design,UAE,55.0,USA,2.3,367,1,2204.5,Medium,Entry
22189.0,3.0,85.0,14,5.0,Marketing,France,6.0,Australia,3.1,57,0,258.01162790697674,Medium,Expert
11674.0,,56.0,17,7.0,Writing,Australia,70.0,UK,4.4,168,1,204.80701754385964,,Expert
23425.0,4.1,96.0,15,3.0,Web Development,Canada,68.0,Canada,3.4,121,1,241.49484536082474,High,Expert
37997.0,1.5,85.0,8,4.0,Writing,India,86.0,UK,3.9,248,0,441.8255813953488,Low,Senior
9848.0,3.3,36.0,0,1.0,Web Development,India,40.0,USA,1.9,206,0,266.1621621621622,Medium,Entry
24214.0,2.8,76.0,10,3.0,Design,France,66.0,Canada,1.6,114,0,314.46753246753246,Medium,Senior
38602.0,4.2,90.0,8,7.0,Data Science,USA,9.0,Philippines,1.9,238,0,424.1978021978022,High,Senior
9424.0,3.9,63.0,10,4.0,Mobile App,Singapore,11.0,Bangladesh,3.0,53,0,147.25,High,Senior
37598.0,3.8,78.0,12,2.0,Design,UK,20.0,Nigeria,4.2,75,0,475.9240506329114,High,Expert
24894.0,2.4,85.0,1,5.0,Writing,Singapore,43.0,Bangladesh,2.4,168,0,289.4651162790698,Medium,Entry
7301.0,4.2,93.0,13,5.0,Writing,Singapore,58.0,Nigeria,3.3,47,1,77.67021276595744,High,Expert
38114.0,,39.0,5,2.0,Web Development,Canada,78.0,Ukraine,4.2,223,0,952.85,,Junior
7231.0,1.6,97.0,7,6.0,Mobile App,France,26.0,Pakistan,2.0,69,0,73.78571428571429,Low,Senior
48636.0,2.3,59.0,17,4.0,Marketing,Canada,38.0,USA,4.5,499,1,810.6,Medium,Expert
24125.0,1.3,97.0,15,1.0,Design,UAE,36.0,Ukraine,4.8,154,0,246.1734693877551,Low,Expert
17837.0,1.9,47.0,11,3.0,Mobile App,UAE,55.0,Ukraine,1.2,46,0,371.6041666666667,Low,Expert
35807.0,4.3,98.0,10,9.0,Mobile App,Canada,6.0,Nigeria,1.2,460,1,361.6868686868687,High,Senior
7556.0,4.8,18.0,5,7.0,Design,India,3.0,Bangladesh,1.4,372,0,397.6842105263158,High,Junior
12016.0,2.2,71.0,2,6.0,Web Development,France,65.0,Pakistan,4.1,278,0,166.88888888888889,Medium,Entry
44761.0,2.1,32.0,13,1.0,Marketing,USA,64.0,Canada,1.8,201,0,1356.3939393939395,Medium,Expert
2042.0,2.1,43.0,1,9.0,Web Development,Canada,58.0,Pakistan,3.9,141,0,46.40909090909091,Medium,Entry
22177.0,2.1,91.0,10,9.0,Web Development,USA,58.0,Ukraine,2.8,316,1,241.05434782608697,Medium,Senior
47232.0,1.1,36.0,2,,Data Science,UK,18.0,Philippines,4.3,450,0,1276.5405405405406,Low,Entry
39581.0,4.7,88.0,17,,Mobile App,France,23.0,Ukraine,4.2,125,1,444.7303370786517,High,Expert
28069.0,1.9,35.0,0,7.0,Data Science,France,29.0,Canada,4.8,331,0,779.6944444444445,Low,Entry
23822.0,2.7,80.0,0,2.0,Web Development,Canada,23.0,Ukraine,2.0,152,0,294.0987654320988,Medium,Entry
19565.0,1.0,87.0,11,8.0,Marketing,Germany,36.0,India,1.9,64,1,222.32954545454547,Low,Expert
18424.0,4.4,20.0,14,8.0,Design,Germany,70.0,Philippines,1.1,95,1,877.3333333333334,High,Expert
23056.0,3.9,1.0,4,6.0,Mobile App,UK,81.0,Australia,2.6,407,0,11528.0,High,Junior
27462.0,4.8,30.0,5,9.0,Design,Singapore,82.0,Canada,,180,1,885.8709677419355,High,Junior
28795.0,,96.0,15,3.0,Writing,UAE,6.0,Pakistan,,495,1,296.8556701030928,,Expert
14307.0,2.3,29.0,11,2.0,Mobile App,UK,34.0,Nigeria,4.3,361,0,476.9,Medium,Expert
42848.0,2.0,75.0,11,2.0,Design,Australia,44.0,Australia,1.7,456,0,563.7894736842105,Low,Expert
26932.0,3.8,43.0,2,6.0,Web Development,Singapore,44.0,Nigeria,4.2,177,0,612.0909090909091,High,Entry
18249.0,2.5,11.0,1,7.0,Data Science,Australia,27.0,Canada,1.7,128,0,1520.75,Medium,Entry
41959.0,3.3,50.0,6,6.0,Design,France,52.0,Pakistan,1.3,489,0,822.7254901960785,Medium,Senior
26756.0,1.0,48.0,1,3.0,Marketing,India,42.0,India,4.3,38,0,546.0408163265306,Low,Entry
40762.0,1.2,23.0,6,,Writing,Brazil,25.0,Nigeria,4.9,457,0,1698.4166666666667,Low,Senior
37580.0,3.1,23.0,10,8.0,Web Development,Germany,74.0,Pakistan,1.4,299,1,1565.8333333333333,Medium,Senior
1824.0,3.3,59.0,10,6.0,Writing,USA,39.0,UK,4.3,490,1,30.4,Medium,Senior
26231.0,4.0,10.0,13,2.0,Marketing,Australia,39.0,Australia,4.4,360,0,2384.6363636363635,High,Expert
36409.0,1.5,12.0,2,7.0,Marketing,India,12.0,India,1.5,349,0,2800.6923076923076,Low,Entry
24303.0,3.1,90.0,13,8.0,Data Science,Germany,11.0,Nigeria,2.1,132,1,267.0659340659341,Medium,Expert
20370.0,1.8,71.0,10,4.0,Writing,Germany,3.0,USA,3.9,378,0,282.9166666666667,Low,Senior
35078.0,1.4,73.0,3,1.0,Marketing,India,22.0,Nigeria,4.2,451,0,474.02702702702703,Low,Junior
7088.0,2.6,71.0,16,2.0,Design,Canada,4.0,Bangladesh,2.4,499,0,98.44444444444444,Medium,Expert
38569.0,1.7,63.0,15,4.0,Marketing,UK,8.0,USA,1.6,379,0,602.640625,Low,Expert
27290.0,1.9,19.0,2,7.0,Marketing,France,14.0,USA,3.6,108,0,1364.5,Low,Entry
25789.0,2.3,71.0,9,2.0,Design,USA,84.0,Australia,3.8,71,0,358.18055555555554,Medium,Senior
28678.0,2.0,72.0,14,6.0,Web Development,India,88.0,Pakistan,3.0,207,1,392.8493150684931,Low,Expert
29210.0,1.4,70.0,7,2.0,Data Science,Australia,14.0,UK,1.6,64,0,411.40845070422534,Low,Senior
15985.0,1.4,77.0,17,7.0,Data Science,France,16.0,USA,4.4,240,1,204.93589743589743,Low,Expert
44982.0,1.8,27.0,2,2.0,Mobile App,UK,32.0,Australia,3.6,78,0,1606.5,Low,Entry
21152.0,1.2,1.0,6,3.0,Mobile App,UAE,64.0,Ukraine,4.5,87,0,10576.0,Low,Senior
5248.0,3.5,42.0,9,9.0,Design,Singapore,76.0,Pakistan,4.7,398,1,122.04651162790698,Medium,Senior
21733.0,2.1,7.0,19,4.0,Marketing,Brazil,16.0,India,4.2,177,1,2716.625,Medium,Expert
9935.0,2.1,12.0,8,5.0,Writing,USA,52.0,USA,4.8,261,1,764.2307692307693,Medium,Senior
4209.0,2.3,84.0,13,9.0,Marketing,India,19.0,Canada,4.8,65,1,49.51764705882353,Medium,Expert
30855.0,3.7,91.0,13,7.0,Marketing,Australia,69.0,Philippines,3.5,324,1,335.3804347826087,High,Expert
13616.0,4.5,34.0,10,8.0,Writing,India,12.0,Bangladesh,3.9,370,1,389.0285714285714,High,Senior
25970.0,4.0,22.0,0,3.0,Web Development,Singapore,5.0,Canada,3.8,422,0,1129.1304347826087,High,Entry
42844.0,3.9,45.0,3,4.0,Data Science,Canada,42.0,India,3.5,104,0,931.3913043478261,High,Junior
43418.0,2.9,14.0,5,7.0,Design,USA,17.0,Pakistan,1.1,97,0,2894.5333333333333,Medium,Junior
168208.0,3.8,1.0,4,4.0,Writing,Canada,72.0,Nigeria,2.4,486,0,84104.0,High,Junior
43456.0,3.2,60.0,2,2.0,Mobile App,Australia,10.0,Canada,1.4,95,0,712.3934426229508,Medium,Entry
15183.0,1.9,75.0,1,6.0,Design,UK,84.0,Pakistan,2.2,412,0,199.77631578947367,Low,Entry
1004.0,1.8,63.0,2,9.0,Web Development,USA,16.0,UK,,476,1,15.6875,Low,Entry
34482.0,2.2,51.0,8,2.0,Design,USA,16.0,Nigeria,4.7,471,0,663.1153846153846,Medium,Senior
34799.0,4.6,35.0,18,1.0,Writing,UAE,42.0,Nigeria,2.8,45,0,966.6388888888889,High,Expert
28516.0,3.2,66.0,18,8.0,Web Development,Australia,3.0,Philippines,1.8,377,1,425.6119402985075,Medium,Expert
24460.0,3.9,68.0,16,1.0,Marketing,UK,23.0,Nigeria,3.3,30,0,354.4927536231884,High,Expert
34091.0,2.4,66.0,17,1.0,Mobile App,Brazil,86.0,Australia,1.8,407,0,508.82089552238807,Medium,Expert
17812.0,2.6,46.0,10,3.0,Mobile App,Canada,28.0,Bangladesh,4.2,374,0,378.97872340425533,Medium,Senior
38297.0,1.5,82.0,11,5.0,Writing,UAE,45.0,USA,2.2,381,0,461.4096385542169,Low,Expert
46696.0,1.7,1.0,2,9.0,Web Development,Germany,68.0,USA,2.3,398,0,23348.0,Low,Entry
49785.0,4.3,43.0,17,2.0,Mobile App,UAE,24.0,UK,4.5,203,1,1131.4772727272727,High,Expert
2605.0,3.3,63.0,5,1.0,Web Development,Brazil,19.0,Bangladesh,3.2,147,0,40.703125,Medium,Junior
36895.0,,80.0,6,1.0,Design,India,75.0,Canada,4.5,131,0,455.4938271604938,,Senior
46240.0,4.2,77.0,0,8.0,Data Science,Canada,40.0,UK,2.7,185,0,592.8205128205128,High,Entry
23200.0,2.0,27.0,5,2.0,Data Science,Germany,46.0,Australia,2.4,460,0,828.5714285714286,Low,Junior
35120.0,4.9,90.0,17,9.0,Data Science,Brazil,40.0,Ukraine,3.0,188,1,385.9340659340659,High,Expert
38178.0,2.4,53.0,12,9.0,Mobile App,UAE,62.0,Canada,1.2,488,1,707.0,Medium,Expert
21059.0,2.3,73.0,18,2.0,Writing,India,18.0,Australia,1.6,126,0,284.5810810810811,Medium,Expert
28009.0,2.2,66.0,6,3.0,Data Science,India,12.0,UK,1.9,363,0,418.04477611940297,Medium,Senior
28360.0,1.5,35.0,18,2.0,Marketing,Canada,14.0,USA,4.3,393,0,787.7777777777778,Low,Expert
11503.0,1.4,62.0,8,6.0,Writing,Canada,82.0,Ukraine,3.9,296,1,182.5873015873016,Low,Senior
22232.0,3.6,24.0,2,7.0,Data Science,UAE,61.0,Philippines,1.8,308,0,889.28,High,Entry
26326.0,4.5,85.0,11,6.0,Design,USA,12.0,Bangladesh,2.1,86,0,306.1162790697674,High,Expert
30854.0,4.2,47.0,19,3.0,Data Science,Australia,27.0,UK,4.8,454,1,642.7916666666666,High,Expert
14343.0,1.6,38.0,17,3.0,Writing,Singapore,6.0,Ukraine,1.3,120,0,367.7692307692308,Low,Expert
44972.0,3.2,46.0,7,2.0,Mobile App,Germany,88.0,Bangladesh,3.2,331,0,956.8510638297872,Medium,Senior
49029.0,1.4,93.0,8,2.0,Marketing,Germany,33.0,Canada,3.1,303,0,521.5851063829788,Low,Senior
6690.0,1.2,20.0,12,5.0,Design,Brazil,80.0,Philippines,3.9,398,1,318.57142857142856,Low,Expert
18140.0,3.6,29.0,7,8.0,Writing,France,50.0,USA,2.0,134,1,604.6666666666666,High,Senior
38913.0,,91.0,9,6.0,Web Development,France,12.0,Canada,4.7,327,1,422.9673913043478,,Senior
42856.0,1.3,30.0,16,9.0,Data Science,Germany,57.0,Nigeria,2.6,198,1,1382.4516129032259,Low,Expert
45097.0,1.1,25.0,6,5.0,Design,Singapore,53.0,Australia,2.1,170,0,1734.5,Low,Senior
41321.0,5.0,21.0,16,4.0,Mobile App,UAE,13.0,USA,2.3,259,1,1878.2272727272727,High,Expert
3830.0,1.1,20.0,17,9.0,Web Development,UAE,72.0,Pakistan,2.4,123,1,182.38095238095238,Low,Expert
19587.0,2.8,0.0,1,5.0,Data Science,UK,3.0,USA,1.8,241,0,19587.0,Medium,Entry
41930.0,3.0,36.0,2,1.0,Design,France,64.0,Bangladesh,4.7,434,0,1133.2432432432433,Medium,Entry
25004.0,1.5,76.0,18,5.0,Marketing,USA,84.0,USA,1.7,70,0,324.72727272727275,Low,Expert
7614.0,1.7,84.0,0,5.0,Writing,Brazil,58.0,UK,4.5,381,0,89.5764705882353,Low,Entry
13823.0,2.4,45.0,9,5.0,Data Science,UAE,4.0,Canada,2.6,58,0,300.5,Medium,Senior
34621.0,4.0,8.0,13,2.0,Design,Canada,45.0,UK,2.1,108,0,3846.777777777778,High,Expert
11475.0,3.0,16.0,12,6.0,Data Science,Singapore,66.0,Ukraine,1.8,40,0,675.0,Medium,Expert
11523.0,3.6,46.0,8,,Marketing,India,36.0,Pakistan,3.0,444,0,245.17021276595744,High,Senior
21947.0,4.9,84.0,5,2.0,Design,France,23.0,USA,3.7,285,0,258.2,High,Junior
25433.0,4.1,94.0,5,8.0,Writing,France,19.0,Pakistan,4.6,378,1,267.7157894736842,High,Junior
24459.0,2.7,58.0,18,6.0,Data Science,Singapore,40.0,USA,3.6,145,1,414.5593220338983,Medium,Expert
1167.0,2.8,53.0,9,,Design,UK,72.0,Nigeria,2.9,285,0,21.61111111111111,Medium,Senior
30203.0,3.5,85.0,2,9.0,Web Development,Australia,16.0,Canada,1.1,390,0,351.19767441860466,Medium,Entry
9837.0,3.7,11.0,17,4.0,Mobile App,UAE,58.0,USA,4.7,51,1,819.75,High,Expert
46927.0,3.0,63.0,18,3.0,Marketing,India,18.0,USA,4.6,175,1,733.234375,Medium,Expert
36987.0,3.6,5.0,4,7.0,Design,India,36.0,UK,2.5,278,0,6164.5,High,Junior
19629.0,1.1,52.0,10,8.0,Design,Canada,24.0,Pakistan,1.1,379,1,370.35849056603774,Low,Senior
40751.0,2.7,15.0,9,7.0,Design,India,1.0,USA,3.9,164,1,2546.9375,Medium,Senior
32421.0,2.1,89.0,16,1.0,Data Science,France,1.0,Philippines,4.2,326,0,360.23333333333335,Medium,Expert
33807.0,1.5,4.0,3,1.0,Marketing,Australia,64.0,Australia,3.2,485,0,6761.4,Low,Junior
27855.0,1.4,72.0,17,5.0,Mobile App,UAE,62.0,Philippines,2.6,476,1,381.5753424657534,Low,Expert
38232.0,3.4,45.0,17,8.0,Marketing,Germany,36.0,Australia,4.4,481,1,831.1304347826087,Medium,Expert
5335.0,3.1,13.0,0,3.0,Data Science,Germany,75.0,Australia,1.8,251,0,381.07142857142856,Medium,Entry
20659.0,2.0,43.0,13,8.0,Design,Germany,18.0,Australia,2.8,102,1,469.52272727272725,Low,Expert
39310.0,2.9,62.0,7,3.0,Marketing,Australia,16.0,Bangladesh,1.1,52,0,623.968253968254,Medium,Senior
48105.0,3.0,93.0,1,4.0,Design,Canada,17.0,Bangladesh,1.7,254,0,511.75531914893617,Medium,Entry
40580.0,1.8,51.0,18,7.0,Mobile App,Brazil,24.0,Ukraine,4.8,360,1,780.3846153846154,Low,Expert
38588.0,3.6,25.0,14,3.0,Web Development,Germany,68.0,UK,3.3,172,0,1484.1538461538462,High,Expert
13716.0,4.1,52.0,1,4.0,Data Science,Germany,79.0,Ukraine,4.2,250,0,258.79245283018867,High,Entry
36047.0,4.2,28.0,3,8.0,Web Development,UK,2.0,Bangladesh,2.9,176,1,1243.0,High,Junior
31971.0,3.4,18.0,0,4.0,Marketing,Brazil,73.0,USA,4.3,48,0,1682.6842105263158,Medium,Entry
17808.0,,46.0,18,9.0,Design,Singapore,10.0,Philippines,3.2,110,1,378.8936170212766,,Expert
28032.0,1.2,7.0,9,4.0,Design,Australia,53.0,Philippines,1.0,209,0,3504.0,Low,Senior
34849.0,2.2,22.0,0,4.0,Writing,Australia,89.0,Pakistan,4.6,247,0,1515.1739130434783,Medium,Entry
45945.0,1.4,34.0,19,5.0,Writing,Brazil,51.0,Australia,1.6,174,1,1312.7142857142858,Low,Expert
6213.0,4.9,94.0,14,1.0,Web Development,UAE,69.0,India,2.8,106,0,65.4,High,Expert
49907.0,,52.0,3,7.0,Writing,Canada,14.0,USA,2.9,152,0,941.6415094339623,,Junior
5304.0,1.6,98.0,6,9.0,Marketing,Brazil,66.0,UK,1.2,346,0,53.57575757575758,Low,Senior
10636.0,4.6,95.0,6,9.0,Mobile App,France,82.0,Bangladesh,1.2,154,0,110.79166666666667,High,Senior
509.0,4.8,57.0,17,1.0,Marketing,France,53.0,Philippines,4.1,139,0,8.775862068965518,High,Expert
19755.0,4.1,4.0,12,6.0,Web Development,UK,84.0,UK,2.2,150,1,3951.0,High,Expert
24293.0,1.0,15.0,9,3.0,Marketing,Canada,64.0,Ukraine,2.6,272,0,1518.3125,Low,Senior
30048.0,1.0,16.0,7,4.0,Writing,Australia,72.0,Philippines,3.3,43,0,1767.5294117647059,Low,Senior
38392.0,2.5,31.0,9,,Writing,UK,49.0,Bangladesh,2.5,70,1,1199.75,Medium,Senior
1515.0,1.6,95.0,13,4.0,Mobile App,Singapore,62.0,Ukraine,4.1,124,0,15.78125,Low,Expert
28212.0,1.1,51.0,13,8.0,Marketing,Brazil,37.0,Australia,4.5,151,1,542.5384615384615,Low,Expert
35461.0,2.9,19.0,19,4.0,Mobile App,Germany,49.0,USA,1.2,454,1,1773.05,Medium,Expert
8915.0,4.8,65.0,10,9.0,Web Development,USA,68.0,Philippines,3.5,348,1,135.07575757575756,High,Senior
46818.0,2.3,267.0,5,,Data Science,USA,33.0,USA,2.3,315,0,174.69402985074626,Medium,Junior
47780.0,,81.0,0,1.0,Marketing,UAE,22.0,Philippines,3.3,308,0,582.6829268292682,,Entry
24333.0,3.6,0.0,18,,Marketing,Germany,70.0,Nigeria,2.9,219,1,24333.0,High,Expert
4658.0,,57.0,6,7.0,Mobile App,Brazil,33.0,India,2.3,214,0,80.3103448275862,,Senior
20809.0,3.6,92.0,17,7.0,Writing,France,28.0,UK,1.4,329,1,223.752688172043,High,Expert
7470.0,1.8,92.0,2,3.0,Web Development,Germany,88.0,USA,3.2,143,0,80.3225806451613,Low,Entry
7438.0,1.5,82.0,19,1.0,Data Science,UK,4.0,Ukraine,1.5,106,0,89.6144578313253,Low,Expert
21668.0,3.8,43.0,10,8.0,Marketing,Canada,66.0,Australia,1.6,495,1,492.45454545454544,High,Senior
47040.0,1.5,5.0,4,7.0,Web Development,UAE,77.0,Ukraine,4.9,353,1,7840.0,Low,Junior
20884.0,5.0,49.0,18,8.0,Writing,Australia,49.0,UK,2.3,280,1,417.68,High,Expert
18517.0,1.7,71.0,1,1.0,Data Science,UAE,11.0,Canada,3.3,321,0,257.18055555555554,Low,Entry
10844.0,3.4,87.0,3,3.0,Data Science,Canada,35.0,Canada,2.1,305,0,123.22727272727273,Medium,Junior
40534.0,2.6,19.0,9,2.0,Mobile App,UK,39.0,Australia,4.5,324,0,2026.7,Medium,Senior
9202.0,1.5,13.0,1,1.0,Design,France,10.0,Nigeria,2.1,333,0,657.2857142857143,Low,Entry
884.0,1.1,4.0,7,5.0,Writing,USA,74.0,Nigeria,2.5,478,0,176.8,Low,Senior
904.0,3.5,40.0,0,3.0,Design,Canada,72.0,India,3.4,423,0,22.048780487804876,Medium,Entry
41443.0,4.2,39.0,5,8.0,Writing,UK,69.0,Philippines,4.5,389,1,1036.075,High,Junior
48426.0,4.4,33.0,10,6.0,Web Development,India,23.0,Nigeria,4.3,63,1,1424.2941176470588,High,Senior
29689.0,2.9,79.0,9,9.0,Design,UK,34.0,USA,2.1,283,1,371.1125,Medium,Senior
13263.0,4.1,44.0,12,9.0,Marketing,Brazil,32.0,UK,4.3,264,1,294.73333333333335,High,Expert
18884.0,3.7,70.0,0,6.0,Marketing,India,16.0,Pakistan,3.8,5,0,265.9718309859155,High,Entry
33106.0,3.9,79.0,1,2.0,Marketing,Canada,68.0,Canada,5.0,400,0,413.825,High,Entry
10360.0,3.0,70.0,2,9.0,Data Science,Singapore,54.0,Philippines,4.7,167,1,145.91549295774647,Medium,Entry
39257.0,3.5,26.0,8,2.0,Mobile App,Brazil,28.0,India,3.1,354,0,1453.962962962963,Medium,Senior
15606.0,4.2,77.0,4,3.0,Writing,Singapore,60.0,Bangladesh,4.0,459,0,200.07692307692307,High,Junior
24074.0,2.6,77.0,9,6.0,Mobile App,UAE,78.0,Ukraine,3.3,172,0,308.64102564102564,Medium,Senior
24024.0,4.2,43.0,9,2.0,Writing,India,76.0,USA,3.4,337,0,546.0,High,Senior
4136.0,3.4,32.0,11,5.0,Marketing,Brazil,60.0,Nigeria,1.4,118,0,125.33333333333333,Medium,Expert
11416.0,1.7,32.0,17,2.0,Data Science,France,85.0,Bangladesh,1.0,426,0,345.93939393939394,Low,Expert
5309.0,1.1,43.0,0,4.0,Data Science,UK,80.0,Pakistan,1.2,225,0,120.6590909090909,Low,Entry
32701.0,2.5,19.0,2,3.0,Data Science,Canada,44.0,India,4.9,173,0,1635.05,Medium,Entry
13956.0,3.2,35.0,4,5.0,Data Science,UK,2.0,Ukraine,1.5,446,0,387.6666666666667,Medium,Junior
48712.0,4.4,6.0,16,6.0,Data Science,Brazil,23.0,Australia,1.2,128,0,6958.857142857143,High,Expert
39265.0,1.5,31.0,7,7.0,Marketing,USA,46.0,Nigeria,2.2,186,0,1227.03125,Low,Senior
35316.0,4.2,66.0,16,8.0,Mobile App,Canada,73.0,India,3.4,62,1,527.1044776119403,High,Expert
45606.0,4.5,38.0,8,9.0,Web Development,Australia,54.0,USA,4.8,462,1,1169.3846153846155,High,Senior
17600.0,1.6,92.0,5,4.0,Design,Singapore,71.0,Ukraine,3.8,380,0,189.247311827957,Low,Junior
22449.0,4.4,23.0,16,4.0,Mobile App,UK,81.0,Nigeria,2.1,273,0,935.375,High,Expert
5044.0,5.0,85.0,7,7.0,Marketing,Singapore,9.0,India,4.8,85,1,58.651162790697676,High,Senior
38244.0,3.9,69.0,6,9.0,Design,USA,70.0,India,1.1,209,1,546.3428571428572,High,Senior
46043.0,4.1,87.0,6,2.0,Web Development,Singapore,44.0,Pakistan,4.9,496,0,523.2159090909091,High,Senior
43283.0,5.0,86.0,14,6.0,Writing,Germany,84.0,Nigeria,1.2,192,0,497.5057471264368,High,Expert
27157.0,3.4,53.0,6,8.0,Web Development,UAE,74.0,India,4.0,237,1,502.9074074074074,Medium,Senior
36687.0,2.2,37.0,7,5.0,Web Development,Canada,73.0,UK,1.2,19,0,965.4473684210526,Medium,Senior
47698.0,4.4,73.0,8,5.0,Marketing,UAE,12.0,Canada,4.7,439,0,644.5675675675676,High,Senior
7739.0,3.5,79.0,14,8.0,Writing,Singapore,32.0,Bangladesh,1.4,181,1,96.7375,Medium,Expert
14989.0,3.3,74.0,1,1.0,Design,France,34.0,Canada,1.2,47,0,199.85333333333332,Medium,Entry
49901.0,2.0,31.0,6,6.0,Data Science,Australia,83.0,Nigeria,4.6,227,0,1559.40625,Low,Senior
43625.0,4.0,44.0,14,9.0,Writing,Germany,33.0,Ukraine,1.4,53,1,969.4444444444445,High,Expert
29038.0,1.3,159.0,17,6.0,Writing,Germany,64.0,Pakistan,4.2,101,1,181.4875,Low,Expert
32549.0,4.7,69.0,17,7.0,Web Development,UK,48.0,India,4.0,88,1,464.98571428571427,High,Expert
37631.0,2.3,87.0,9,4.0,Writing,UK,16.0,Bangladesh,3.4,143,0,427.625,Medium,Senior
43444.0,1.5,96.0,17,1.0,Mobile App,India,50.0,UK,2.5,147,0,447.87628865979383,Low,Expert
8927.0,2.8,52.0,0,,Data Science,USA,23.0,Nigeria,4.7,229,1,168.43396226415095,Medium,Entry
41848.0,1.2,50.0,6,6.0,Web Development,India,26.0,Bangladesh,4.5,302,1,820.5490196078431,Low,Senior
24785.0,3.7,75.0,2,3.0,Design,Brazil,54.0,Ukraine,2.7,249,0,326.11842105263156,High,Entry
38126.0,4.6,55.0,13,4.0,Design,Canada,44.0,India,1.9,224,0,680.8214285714286,High,Expert
43308.0,4.3,26.0,11,6.0,Design,Canada,37.0,Pakistan,2.1,390,0,1604.0,High,Expert
23428.0,1.5,37.0,13,6.0,Design,UAE,9.0,Nigeria,1.9,406,0,616.5263157894736,Low,Expert
19698.0,,61.0,3,9.0,Design,Canada,13.0,USA,3.2,458,0,317.7096774193548,,Junior
20258.0,4.3,17.0,12,4.0,Web Development,Canada,60.0,Australia,4.5,160,1,1125.4444444444443,High,Expert
15754.0,4.7,63.0,15,5.0,Mobile App,USA,80.0,India,,167,1,246.15625,High,Expert
44738.0,2.8,76.0,15,5.0,Mobile App,UAE,2.0,Nigeria,4.2,109,1,581.012987012987,Medium,Expert
1752.0,3.0,29.0,4,3.0,Design,Brazil,60.0,India,2.8,260,0,58.4,Medium,Junior
40264.0,2.3,48.0,19,2.0,Mobile App,Brazil,57.0,India,2.3,172,0,821.7142857142857,Medium,Expert
12673.0,4.6,40.0,5,8.0,Data Science,Germany,43.0,Canada,4.0,366,1,309.0975609756098,High,Junior
37941.0,3.6,12.0,5,9.0,Mobile App,UAE,19.0,Ukraine,4.2,296,1,2918.5384615384614,High,Junior
27198.0,2.2,33.0,17,9.0,Writing,Canada,11.0,Philippines,3.8,391,1,799.9411764705883,Medium,Expert
16281.0,2.2,99.0,5,5.0,Design,Germany,78.0,Ukraine,1.1,242,0,162.81,Medium,Junior
13551.0,4.6,93.0,6,9.0,Writing,UK,47.0,Australia,3.4,208,1,144.1595744680851,High,Senior
40149.0,1.1,24.0,15,4.0,Writing,Canada,89.0,Ukraine,2.4,242,1,1605.96,Low,Expert
7449.0,2.3,65.0,8,2.0,Design,Australia,63.0,Bangladesh,1.8,253,0,112.86363636363636,Medium,Senior
42789.0,3.2,99.0,12,3.0,Marketing,Singapore,7.0,Australia,3.8,81,0,427.89,Medium,Expert
8517.0,1.6,17.0,11,1.0,Web Development,Australia,79.0,USA,2.1,433,0,473.1666666666667,Low,Expert
7441.0,1.4,4.0,18,5.0,Marketing,France,31.0,Australia,4.7,474,1,1488.2,Low,Expert
26434.0,4.3,18.0,0,1.0,Mobile App,UAE,88.0,India,2.2,30,0,1391.2631578947369,High,Entry
23886.0,4.6,41.0,7,1.0,Marketing,India,55.0,Bangladesh,3.2,3,0,568.7142857142857,High,Senior
10709.0,4.3,17.0,3,7.0,Data Science,UK,25.0,Ukraine,4.3,193,1,594.9444444444445,High,Junior
18215.0,4.6,31.0,18,2.0,Marketing,UAE,72.0,Bangladesh,2.6,55,0,569.21875,High,Expert
29420.0,3.2,20.0,4,8.0,Marketing,India,30.0,Pakistan,4.3,260,1,1400.952380952381,Medium,Junior
