project_budget,client_rating,num_existing_proposals,freelancer_experience,proposal_quality_score,project_category,client_location,project_duration,freelancer_country,freelancer_rating,previous_jobs_completed,budget_per_proposal,project_category_encoded,client_location_encoded,freelancer_country_encoded,client_rating_category_encoded,experience_level_encoded,experience_quality_interaction,combined_experience_rating
27639.0,4.7,50.0,14,4.0,Web Development,India,32.0,Pakistan,3.0,358,541.9411764705883,4,5,5,0,1,56.0,112.8
12113.0,2.4,85.0,5,1.0,Design,India,27.0,Australia,3.4,139,140.84883720930233,1,5,0,2,2,5.0,44.559999999999995
11089.0,3.0,4.0,11,4.0,Writing,Australia,54.0,Pakistan,3.9,457,2217.8,5,0,5,2,1,44.0,141.95999999999998
14418.0,1.8,94.0,1,4.0,Marketing,Brazil,56.0,UK,5.0,193,151.76842105263157,2,1,7,1,0,4.0,60.199999999999996
20619.0,3.7,12.0,19,9.0,Writing,Brazil,31.0,Australia,2.0,129,1586.076923076923,5,1,0,0,1,171.0,45.199999999999996
27946.0,2.3,27.0,8,8.0,Data Science,UAE,24.0,UK,2.3,453,998.0714285714286,0,7,7,2,3,64.0,139.22
13546.0,5.0,83.0,3,2.0,Mobile App,Canada,35.0,Ukraine,2.4,211,161.26190476190476,3,2,9,0,2,6.0,65.16
25318.0,2.3,96.0,4,7.0,Web Development,Brazil,30.0,Nigeria,3.9,485,261.0103092783505,4,1,4,2,2,28.0,148.26
35858.0,3.0,79.0,7,6.0,Marketing,Singapore,55.0,Philippines,4.7,283,448.225,2,6,6,2,3,42.0,88.88
4824.0,3.4,61.0,9,7.0,Data Science,Canada,64.0,Pakistan,4.9,119,77.80645161290323,0,2,5,2,3,63.0,40.36
11287.0,4.2,92.0,6,4.0,Data Science,Australia,33.0,Ukraine,4.8,378,121.36559139784946,0,0,9,0,3,24.0,117.11999999999999
9611.0,2.9,86.0,13,5.0,Mobile App,Germany,46.0,Australia,4.5,41,110.47126436781609,3,4,0,2,1,65.0,18.0
38610.0,2.7,23.0,4,6.0,Web Development,Singapore,33.0,Bangladesh,5.0,2,1608.75,4,6,1,2,2,24.0,3.8000000000000003
16889.0,5.0,97.0,15,9.0,Web Development,Brazil,68.0,UK,2.5,431,172.33673469387756,4,1,7,0,1,135.0,134.79999999999998
41927.0,1.0,6.0,14,2.0,Writing,UK,64.0,Australia,4.8,228,5989.571428571428,5,8,0,1,1,28.0,74.52
14543.0,4.6,37.0,4,9.0,Web Development,UK,30.0,India,4.0,228,382.7105263157895,4,8,3,0,2,36.0,71.19999999999999
29246.0,1.6,154.0,2,1.0,Data Science,UK,79.0,Nigeria,1.7,489,188.68387096774194,0,8,4,1,0,2.0,147.98
22850.0,4.1,67.0,9,4.0,Writing,India,29.0,India,1.2,472,336.02941176470586,5,5,3,0,3,36.0,144.78
42105.0,3.5,97.0,4,5.0,Web Development,Germany,62.0,Nigeria,1.9,342,429.64285714285717,4,4,4,2,2,20.0,104.55999999999999
617.0,2.4,41.0,14,9.0,Mobile App,Canada,30.0,Nigeria,4.1,140,14.69047619047619,3,2,4,2,1,126.0,47.84
47185.0,4.5,85.0,17,6.0,Data Science,Canada,12.0,Ukraine,3.5,56,548.6627906976744,0,2,9,0,1,102.0,23.3
19435.0,1.1,4.0,7,4.0,Design,UK,67.0,India,1.9,215,3887.0,1,8,3,1,3,28.0,67.36
47577.0,1.9,63.0,1,2.0,Mobile App,Germany,15.0,UK,4.0,130,743.390625,3,4,7,1,0,2.0,40.9
13734.0,3.3,49.0,7,5.0,Mobile App,USA,10.0,India,1.6,113,274.68,3,9,3,2,3,35.0,36.64
38828.0,2.4,86.0,7,8.0,Web Development,Singapore,86.0,USA,4.3,190,446.2988505747126,4,6,8,2,3,56.0,60.82
1346.0,3.4,14.0,3,8.0,Writing,Brazil,61.0,Ukraine,4.2,242,89.73333333333333,5,1,9,2,2,24.0,75.17999999999999
11454.0,1.1,94.0,18,6.0,Writing,Australia,23.0,UK,4.9,293,120.56842105263158,5,0,7,1,1,108.0,95.25999999999999
14203.0,1.5,72.0,17,1.0,Data Science,UK,11.0,Philippines,1.6,314,194.56164383561645,0,8,6,1,1,17.0,99.94
48653.0,1.5,52.0,0,8.0,Web Development,Germany,16.0,UK,4.6,27,917.9811320754717,4,4,7,1,0,0.0,9.94
47014.0,1.8,24.0,19,4.0,Writing,India,49.0,India,2.4,25,1880.56,5,5,3,1,1,76.0,14.16
23200.0,2.8,88.0,14,2.0,Marketing,Canada,80.0,Bangladesh,2.7,83,260.6741573033708,2,2,1,2,1,28.0,30.18
32543.0,4.0,84.0,17,1.0,Design,Canada,14.0,Philippines,2.9,346,382.8588235294118,1,2,6,0,1,17.0,110.06
6969.0,4.6,8.0,11,7.0,Marketing,India,6.0,Pakistan,3.5,320,774.3333333333334,2,5,5,0,1,77.0,100.7
30605.0,4.3,37.0,0,2.0,Web Development,Australia,42.0,India,5.0,329,805.3947368421053,4,0,3,0,0,0.0,100.7
42601.0,1.8,21.0,6,4.0,Web Development,India,17.0,Pakistan,3.4,201,1936.409090909091,4,5,5,1,3,24.0,63.459999999999994
26886.0,2.8,86.0,18,4.0,Writing,UK,42.0,UK,4.7,60,309.0344827586207,5,8,7,2,1,72.0,25.28
49876.0,1.8,48.0,0,1.0,Mobile App,USA,10.0,Bangladesh,2.0,184,1017.8775510204082,3,9,1,1,0,0.0,55.99999999999999
46087.0,2.1,67.0,6,2.0,Web Development,India,46.0,USA,2.6,245,677.75,4,5,8,2,3,12.0,76.34
37476.0,3.0,92.0,1,1.0,Mobile App,USA,84.0,USA,3.0,0,402.96774193548384,3,9,8,2,0,1.0,1.5000000000000002
39551.0,3.0,14.0,6,6.0,Data Science,Canada,49.0,Ukraine,2.3,415,2636.733333333333,0,2,9,2,3,36.0,127.22
2548.0,1.9,64.0,18,3.0,Data Science,UAE,9.0,Canada,4.9,242,39.2,0,7,2,1,1,54.0,79.96
39501.0,4.7,53.0,12,1.0,Writing,UAE,79.0,Canada,3.9,31,731.5,5,7,2,0,1,12.0,14.459999999999999
13441.0,2.9,29.0,4,8.0,Data Science,Singapore,39.0,Nigeria,2.9,234,448.03333333333336,0,6,4,2,2,32.0,72.56
45875.0,2.8,92.0,18,4.0,Marketing,USA,2.0,Pakistan,4.0,410,493.2795698924731,2,9,5,2,1,72.0,130.0
43033.0,1.1,19.0,0,5.0,Marketing,Australia,68.0,Australia,2.9,396,2151.65,2,0,0,1,0,0.0,119.96
2328.0,2.0,32.0,0,2.0,Marketing,Germany,52.0,Australia,1.1,16,70.54545454545455,2,4,0,1,0,0.0,5.24
2417.0,4.5,99.0,17,6.0,Writing,France,88.0,Philippines,3.2,411,24.17,5,3,6,0,1,102.0,129.68
21118.0,1.7,85.0,0,6.0,Writing,India,82.0,Pakistan,3.5,88,245.5581395348837,5,5,5,1,0,0.0,27.799999999999997
32754.0,2.7,76.0,4,7.0,Marketing,France,11.0,UK,4.9,51,425.3766233766234,2,3,7,2,2,28.0,18.46
40256.0,1.1,6.0,8,1.0,Mobile App,Brazil,37.0,Nigeria,1.2,369,5750.857142857143,3,1,4,1,3,8.0,113.58
47862.0,2.9,7.0,11,5.0,Marketing,UAE,72.0,UK,3.0,163,5982.75,2,7,7,2,1,55.0,53.4
20628.0,1.1,27.0,8,2.0,Mobile App,Brazil,22.0,Ukraine,1.4,302,736.7142857142857,3,1,9,1,3,16.0,93.55999999999999
46245.0,4.3,44.0,17,2.0,Data Science,Germany,52.0,Australia,1.6,449,1027.6666666666667,0,4,0,0,1,34.0,140.44
509.0,4.3,72.0,10,5.0,Mobile App,Australia,5.0,Bangladesh,3.4,415,6.972602739726027,3,0,1,0,3,50.0,128.86
17144.0,4.2,88.0,0,1.0,Web Development,USA,2.0,USA,1.9,31,192.62921348314606,4,9,8,0,0,0.0,10.059999999999999
22922.0,2.1,79.0,18,2.0,Design,India,5.0,USA,4.0,197,286.525,1,5,8,2,1,36.0,66.1
10365.0,4.3,73.0,9,6.0,Web Development,Brazil,32.0,Nigeria,3.1,350,140.06756756756758,4,1,4,0,3,54.0,108.94
2719.0,3.2,10.0,1,3.0,Web Development,Brazil,19.0,Australia,1.9,378,247.1818181818182,4,1,0,2,0,3.0,114.46
40309.0,2.5,30.0,6,4.0,Writing,Brazil,4.0,USA,3.0,438,1300.2903225806451,5,1,8,2,3,24.0,134.4
5787.0,3.5,11.0,19,1.0,Design,Australia,87.0,Canada,1.0,200,482.25,1,0,2,2,1,19.0,66.1
34887.0,1.0,94.0,1,5.0,Writing,India,46.0,Canada,4.5,106,367.2315789473684,5,5,2,1,0,5.0,33.9
9012.0,1.6,77.0,18,4.0,Mobile App,Australia,83.0,Philippines,1.1,499,115.53846153846153,3,0,6,1,1,72.0,155.54
1842.0,4.0,50.0,5,8.0,Marketing,Singapore,26.0,Pakistan,1.0,383,36.11764705882353,2,6,5,0,2,40.0,116.8
43836.0,2.0,43.0,9,3.0,Mobile App,Canada,50.0,Ukraine,3.4,335,996.2727272727273,3,2,9,1,3,27.0,104.56
19716.0,3.4,95.0,8,1.0,Design,Canada,26.0,Philippines,4.9,344,205.375,1,2,6,2,3,8.0,107.56
28034.0,2.5,49.0,7,5.0,Data Science,Brazil,71.0,USA,4.4,295,560.68,0,1,8,2,3,35.0,92.36
14731.0,4.4,16.0,10,1.0,Mobile App,France,46.0,Canada,2.0,27,866.5294117647059,3,3,2,0,3,10.0,11.899999999999999
32793.0,4.8,34.0,8,5.0,Web Development,UK,44.0,Nigeria,1.8,336,936.9428571428572,4,8,4,0,3,40.0,103.92
27114.0,4.5,0.0,19,9.0,Design,Singapore,26.0,Australia,3.5,286,27114.0,1,6,0,0,1,171.0,92.89999999999999
36758.0,3.0,28.0,19,5.0,Design,UAE,61.0,Canada,4.3,118,1267.5172413793102,1,7,2,2,1,95.0,42.82
28753.0,1.8,50.0,8,2.0,Mobile App,Germany,88.0,India,2.4,342,563.7843137254902,3,4,3,1,3,16.0,105.96
42578.0,2.9,63.0,7,2.0,Mobile App,Singapore,51.0,Ukraine,2.7,30,665.28125,3,6,9,2,3,14.0,12.18
41252.0,1.0,3.0,14,9.0,Writing,Canada,59.0,USA,1.5,153,10313.0,5,2,8,1,1,126.0,50.7
18488.0,1.1,86.0,1,5.0,Writing,Australia,87.0,UK,1.6,259,212.50574712643677,5,0,7,1,0,5.0,78.64
31537.0,3.2,27.0,0,8.0,Web Development,France,38.0,Philippines,3.3,486,1126.3214285714287,4,3,6,2,0,0.0,147.11999999999998
12719.0,3.1,15.0,8,4.0,Design,USA,26.0,USA,1.4,106,794.9375,1,9,8,2,3,32.0,34.76
735.0,5.0,62.0,8,2.0,Data Science,USA,45.0,India,1.8,250,11.666666666666666,0,9,3,0,3,16.0,78.12
43429.0,1.8,75.0,12,4.0,Data Science,USA,31.0,Bangladesh,1.9,362,571.4342105263158,0,9,1,1,1,48.0,112.96
2408.0,2.0,52.0,7,4.0,Design,UAE,70.0,Ukraine,2.8,106,45.43396226415094,1,7,9,1,3,28.0,35.019999999999996
9067.0,1.5,84.0,4,9.0,Web Development,Germany,45.0,Pakistan,1.2,441,106.67058823529412,4,4,5,1,2,36.0,133.98
36798.0,4.7,16.0,2,6.0,Writing,Canada,31.0,Canada,3.0,116,2164.5882352941176,5,2,2,0,0,12.0,36.599999999999994
5756.0,4.1,39.0,3,6.0,Writing,Brazil,61.0,Philippines,4.7,244,143.9,5,1,6,0,2,18.0,75.98
19519.0,4.3,12.0,16,5.0,Writing,France,48.0,Canada,1.1,78,1501.4615384615386,5,3,2,0,1,80.0,28.64
8662.0,4.6,51.0,15,6.0,Data Science,Germany,45.0,India,3.5,228,166.57692307692307,0,4,3,0,1,90.0,74.3
5915.0,3.1,57.0,15,1.0,Data Science,India,60.0,Philippines,4.3,485,101.98275862068965,0,5,6,2,1,15.0,151.72
36659.0,2.8,95.0,19,5.0,Web Development,Canada,61.0,UK,2.2,22,381.8645833333333,4,2,7,2,1,95.0,13.18
44425.0,2.3,36.0,2,6.0,Data Science,Australia,52.0,Bangladesh,1.5,196,1200.6756756756756,0,0,1,2,0,12.0,60.0
6451.0,3.4,154.0,5,8.0,Mobile App,USA,52.0,Australia,1.2,360,41.619354838709675,3,9,0,2,2,40.0,109.98
22352.0,2.8,75.0,0,4.0,Data Science,Singapore,76.0,UK,3.6,187,294.10526315789474,0,6,7,2,0,0.0,57.54
8507.0,2.8,60.0,15,5.0,Writing,India,81.0,Philippines,3.2,426,139.45901639344262,5,5,6,2,1,75.0,133.57999999999998
42332.0,4.7,78.0,14,4.0,Web Development,UK,62.0,Canada,1.9,216,535.8481012658228,4,8,2,0,1,56.0,69.75999999999999
31023.0,4.9,33.0,6,7.0,Design,Singapore,26.0,Nigeria,4.3,477,912.4411764705883,1,6,4,0,3,42.0,146.62
23825.0,4.2,69.0,1,6.0,Design,France,67.0,Pakistan,3.9,246,340.35714285714283,1,3,5,0,0,6.0,75.66
21704.0,4.0,16.0,9,4.0,Web Development,UAE,79.0,USA,3.0,153,1276.7058823529412,4,7,8,0,3,36.0,49.8
16024.0,3.7,19.0,14,6.0,Mobile App,Canada,49.0,Bangladesh,4.0,194,801.2,3,2,1,0,1,84.0,64.0
19782.0,1.7,72.0,5,4.0,Design,France,88.0,Ukraine,2.0,115,270.986301369863,1,3,9,1,2,20.0,36.8
24430.0,1.2,58.0,1,8.0,Writing,USA,44.0,Philippines,3.7,195,414.06779661016947,5,9,6,1,0,8.0,60.28
577.0,3.8,68.0,16,3.0,Design,Germany,36.0,USA,1.5,54,8.36231884057971,1,4,8,0,1,48.0,21.6
40845.0,3.9,86.0,0,8.0,Design,Brazil,53.0,Canada,3.8,174,469.48275862068965,1,1,2,0,0,0.0,53.72
21111.0,1.2,32.0,0,2.0,Writing,Germany,44.0,Canada,2.0,465,639.7272727272727,5,4,2,1,0,0.0,140.3
17484.0,4.7,77.0,3,6.0,Data Science,Brazil,22.0,Canada,3.3,442,224.15384615384616,0,1,2,0,2,18.0,134.82
14560.0,1.4,16.0,19,8.0,Mobile App,Germany,2.0,Philippines,1.7,484,856.4705882352941,3,4,6,1,1,152.0,151.57999999999998
17949.0,2.1,56.0,15,1.0,Writing,Canada,7.0,Pakistan,3.9,458,314.89473684210526,5,2,5,2,1,15.0,143.46
19020.0,3.7,82.0,7,6.0,Writing,Germany,16.0,UK,1.2,458,229.15662650602408,5,4,7,0,3,42.0,139.98000000000002
43803.0,1.7,96.0,0,9.0,Marketing,Canada,88.0,India,1.7,483,451.5773195876289,2,2,3,1,0,0.0,145.58
10010.0,1.2,0.0,18,2.0,Web Development,Brazil,44.0,Pakistan,1.7,143,10010.0,4,1,5,1,1,36.0,48.98
29787.0,2.3,12.0,10,1.0,Mobile App,Singapore,65.0,UK,1.2,313,2291.3076923076924,3,6,7,2,3,10.0,97.38
28673.0,4.1,26.0,16,2.0,Data Science,France,73.0,USA,4.0,362,1061.962962962963,0,3,8,0,1,32.0,115.0
40211.0,2.7,69.0,9,5.0,Marketing,Australia,71.0,Australia,4.9,216,574.4428571428572,2,0,0,2,3,45.0,69.46
12454.0,3.6,58.0,11,6.0,Writing,Canada,69.0,Australia,4.1,256,211.08474576271186,5,2,0,0,1,66.0,81.74
8304.0,3.3,5.0,8,1.0,Marketing,Germany,61.0,Australia,4.4,126,1384.0,2,4,0,2,3,8.0,41.959999999999994
7065.0,1.1,96.0,6,7.0,Data Science,Singapore,30.0,USA,1.0,473,72.83505154639175,0,6,8,1,3,42.0,144.1
6484.0,5.0,93.0,11,4.0,Marketing,Canada,42.0,Canada,1.5,172,68.97872340425532,2,2,2,0,1,44.0,55.5
22026.0,1.2,98.0,14,9.0,Marketing,UAE,74.0,Philippines,3.2,93,222.4848484848485,2,7,6,1,1,126.0,33.379999999999995
37938.0,4.9,22.0,7,6.0,Marketing,Germany,25.0,Australia,4.9,498,1649.4782608695652,2,4,0,0,3,42.0,153.46
19074.0,3.0,9.0,16,9.0,Writing,Australia,82.0,UK,3.6,389,1907.4,5,0,7,2,1,144.0,122.93999999999998
9684.0,3.0,50.0,4,1.0,Writing,India,71.0,Ukraine,2.5,218,189.88235294117646,5,5,9,2,2,4.0,67.6
19596.0,1.5,18.0,13,4.0,Web Development,Canada,57.0,USA,1.6,51,1031.3684210526317,4,2,8,1,1,52.0,19.84
2692.0,3.0,50.0,1,2.0,Design,UK,32.0,Nigeria,1.6,18,52.78431372549019,1,8,4,2,0,2.0,6.34
34516.0,1.7,91.0,15,6.0,Mobile App,Singapore,50.0,India,2.5,357,375.17391304347825,3,6,3,1,1,90.0,112.6
11746.0,3.0,86.0,16,4.0,Web Development,Canada,75.0,UK,3.9,236,135.01149425287358,4,2,7,2,1,64.0,77.16
46058.0,3.5,67.0,2,9.0,Data Science,Germany,10.0,Australia,1.1,170,677.3235294117648,0,4,0,2,0,18.0,52.04
18881.0,1.8,83.0,0,3.0,Marketing,India,22.0,Canada,4.4,274,224.77380952380952,2,5,2,1,0,0.0,83.96000000000001
36955.0,3.4,82.0,17,1.0,Writing,Brazil,41.0,Philippines,4.8,294,445.2409638554217,5,1,6,2,1,17.0,95.22
27227.0,1.4,41.0,17,1.0,Marketing,UAE,47.0,Pakistan,4.6,363,648.2619047619048,2,7,5,1,1,17.0,115.83999999999999
4518.0,3.0,90.0,3,9.0,Writing,India,14.0,Nigeria,4.7,159,49.64835164835165,5,5,4,2,2,27.0,50.48
11802.0,4.1,56.0,14,9.0,Mobile App,UAE,3.0,Australia,1.1,239,207.05263157894737,3,7,0,0,1,126.0,76.34
2470.0,2.7,97.0,18,5.0,Web Development,India,88.0,Canada,4.9,64,25.20408163265306,4,5,2,2,1,90.0,26.56
41657.0,3.5,67.0,18,2.0,Web Development,Brazil,78.0,Philippines,2.5,216,612.6029411764706,4,1,6,2,1,36.0,71.2
27702.0,3.6,37.0,9,9.0,Data Science,Germany,53.0,Pakistan,4.5,46,729.0,0,4,5,0,3,81.0,18.299999999999997
31610.0,4.4,61.0,4,8.0,Web Development,India,16.0,India,1.7,396,509.83870967741933,4,5,3,0,2,32.0,120.67999999999999
18086.0,2.3,6.0,18,6.0,Web Development,UK,61.0,Bangladesh,2.8,73,2583.714285714286,4,8,1,2,1,108.0,28.419999999999998
25019.0,3.7,70.0,10,7.0,Design,Brazil,28.0,Philippines,1.2,465,352.38028169014086,1,1,6,0,3,70.0,142.98
31773.0,4.8,49.0,6,6.0,Mobile App,Brazil,35.0,India,3.0,163,635.46,3,1,3,0,3,36.0,51.9
22451.0,3.9,51.0,4,5.0,Marketing,Germany,2.0,Nigeria,4.8,469,431.75,2,4,4,0,2,20.0,143.82
15874.0,3.0,25.0,19,4.0,Web Development,France,61.0,Australia,4.2,197,610.5384615384615,4,3,0,2,1,76.0,66.47999999999999
6288.0,3.5,25.0,11,7.0,Data Science,Canada,56.0,USA,3.1,410,241.84615384615384,0,2,8,2,1,77.0,127.54
5908.0,4.0,18.0,18,4.0,Marketing,Canada,55.0,Bangladesh,3.1,327,310.94736842105266,2,2,1,0,1,72.0,104.74
25553.0,3.4,8.0,14,9.0,Writing,France,18.0,India,4.0,407,2839.222222222222,5,3,3,2,1,126.0,127.89999999999999
9946.0,1.1,60.0,11,5.0,Web Development,Brazil,71.0,USA,2.4,147,163.04918032786884,4,1,8,1,1,55.0,48.36
1422.0,1.8,19.0,3,8.0,Web Development,Australia,49.0,USA,4.0,85,71.1,4,0,8,1,2,24.0,28.0
33687.0,4.2,49.0,11,6.0,Marketing,UK,42.0,USA,2.9,8,673.74,2,8,8,0,1,66.0,6.859999999999999
11289.0,2.1,79.0,17,4.0,Writing,Singapore,7.0,USA,3.6,252,141.1125,5,6,8,2,1,68.0,82.14
32684.0,3.9,80.0,16,3.0,Design,Singapore,46.0,Ukraine,4.9,231,403.5061728395062,1,6,9,0,1,48.0,76.06
1620.0,2.5,21.0,18,6.0,Mobile App,Germany,43.0,UK,2.9,375,73.63636363636364,3,4,7,2,1,108.0,119.06
44528.0,3.1,12.0,15,1.0,Design,UK,80.0,Nigeria,2.7,497,3425.230769230769,1,8,4,2,1,15.0,154.68
32654.0,1.3,11.0,10,2.0,Data Science,Canada,59.0,Philippines,4.6,422,2721.1666666666665,0,2,6,1,3,20.0,131.44
17834.0,1.7,9.0,1,7.0,Marketing,India,49.0,Canada,4.6,466,1783.4,2,5,2,1,0,7.0,141.93999999999997
2836.0,4.8,64.0,15,4.0,Web Development,India,60.0,Nigeria,5.0,246,43.63076923076923,4,5,4,0,1,60.0,80.3
38641.0,4.6,95.0,0,5.0,Design,Singapore,6.0,Australia,3.2,369,402.5104166666667,1,6,0,0,0,0.0,111.98
2743.0,3.6,29.0,16,1.0,Mobile App,Brazil,20.0,Philippines,2.4,0,91.43333333333334,3,1,6,0,1,16.0,5.76
19529.0,2.8,7.0,17,2.0,Data Science,Canada,31.0,Canada,2.0,266,2441.125,0,2,2,2,1,34.0,85.7
32765.0,3.7,20.0,12,4.0,Design,UK,83.0,India,1.1,104,1560.2380952380952,1,8,3,0,1,48.0,35.24
37880.0,3.5,21.0,4,8.0,Web Development,Brazil,22.0,Australia,3.9,233,1721.8181818181818,4,1,0,2,2,32.0,72.66
47214.0,3.3,17.0,5,4.0,Mobile App,UAE,85.0,Pakistan,1.9,457,2623.0,3,7,5,2,2,20.0,139.35999999999999
44372.0,1.2,65.0,0,3.0,Web Development,France,82.0,Nigeria,3.4,256,672.3030303030303,4,3,4,1,0,0.0,78.16
46697.0,3.5,47.0,9,3.0,Web Development,Singapore,32.0,India,4.7,474,972.8541666666666,4,6,3,2,3,27.0,146.78
24210.0,4.1,43.0,4,5.0,Data Science,Canada,47.0,USA,4.8,80,550.2272727272727,0,2,8,0,2,20.0,27.12
29986.0,5.0,8.0,0,3.0,Mobile App,Germany,34.0,India,1.0,122,3331.777777777778,3,4,3,0,0,0.0,37.0
6871.0,1.0,66.0,10,5.0,Writing,India,27.0,India,2.3,491,102.55223880597015,5,5,3,1,3,50.0,151.21999999999997
6859.0,3.9,53.0,6,5.0,Web Development,India,44.0,Nigeria,4.3,171,127.01851851851852,4,5,4,0,3,30.0,54.81999999999999
41131.0,3.0,25.0,17,7.0,Mobile App,Brazil,30.0,Ukraine,3.1,306,1581.9615384615386,3,1,9,2,1,119.0,98.14
36496.0,3.0,84.0,19,8.0,Web Development,UAE,33.0,India,4.2,272,429.36470588235295,4,7,3,2,1,152.0,88.97999999999999
20603.0,1.5,93.0,9,5.0,Design,USA,27.0,India,4.4,358,219.18085106382978,1,9,3,1,3,45.0,111.85999999999999
14882.0,2.6,91.0,14,8.0,Design,USA,56.0,UK,2.8,246,161.7608695652174,1,9,7,2,1,112.0,79.12
19255.0,2.4,99.0,3,3.0,Mobile App,Canada,23.0,Nigeria,2.4,362,192.55,3,2,4,2,2,9.0,110.46
36159.0,3.0,25.0,15,7.0,Data Science,UK,43.0,Australia,2.8,375,1390.7307692307693,0,8,0,2,1,105.0,118.12
4256.0,3.9,33.0,14,8.0,Writing,UK,83.0,Philippines,3.6,193,125.17647058823529,5,8,6,0,1,112.0,63.54
21109.0,3.8,7.0,14,7.0,Design,UK,54.0,Bangladesh,2.5,111,2638.625,1,8,1,0,1,98.0,38.5
49038.0,3.4,9.0,11,2.0,Data Science,Australia,68.0,Pakistan,4.1,22,4903.8,0,0,5,2,1,22.0,11.54
16978.0,4.8,47.0,7,8.0,Writing,USA,53.0,India,4.6,424,353.7083333333333,5,9,3,0,3,56.0,131.14
35942.0,2.4,54.0,7,6.0,Design,Brazil,83.0,India,2.1,381,653.4909090909091,1,1,3,2,3,42.0,117.24
40166.0,2.0,53.0,17,3.0,Writing,Singapore,40.0,Philippines,4.9,314,743.8148148148148,5,6,6,1,1,51.0,101.26
10647.0,3.6,77.0,5,4.0,Marketing,India,60.0,UK,3.5,201,136.5,2,5,7,0,2,20.0,63.199999999999996
34061.0,1.8,39.0,4,7.0,Web Development,India,86.0,Nigeria,4.5,105,851.525,4,5,4,1,2,28.0,34.5
35384.0,2.3,14.0,1,3.0,Mobile App,Singapore,9.0,UK,1.4,93,2358.9333333333334,3,6,7,2,0,3.0,28.759999999999998
6279.0,1.9,80.0,11,1.0,Design,India,10.0,Nigeria,2.0,482,77.51851851851852,1,5,4,1,1,11.0,148.7
12798.0,1.3,17.0,3,6.0,Design,UAE,10.0,Australia,2.3,24,711.0,1,7,0,1,2,18.0,9.02
14653.0,4.3,95.0,12,3.0,Web Development,USA,30.0,Bangladesh,2.2,144,152.63541666666666,4,9,1,0,1,36.0,47.67999999999999
44379.0,2.0,22.0,16,6.0,Design,USA,10.0,Bangladesh,3.0,365,1929.5217391304348,1,9,1,1,1,96.0,115.5
11289.0,2.9,61.0,15,3.0,Design,Australia,58.0,Pakistan,4.5,18,182.08064516129033,1,0,5,2,1,45.0,11.7
44665.0,1.2,45.0,8,6.0,Marketing,UAE,36.0,USA,2.7,209,970.9782608695652,2,7,8,1,3,48.0,66.17999999999999
13499.0,3.8,86.0,0,4.0,Design,Canada,82.0,India,4.9,81,155.16091954022988,1,2,3,0,0,0.0,26.26
1314.0,2.3,98.0,14,4.0,Design,USA,44.0,Pakistan,3.3,45,13.272727272727273,1,9,5,2,1,56.0,19.02
49997.0,4.0,38.0,11,2.0,Design,Singapore,57.0,Nigeria,1.6,34,1281.974358974359,1,6,4,0,1,22.0,14.139999999999999
11041.0,2.6,14.0,4,4.0,Data Science,Singapore,43.0,Nigeria,3.2,201,736.0666666666667,0,6,4,2,2,16.0,62.78
25438.0,1.8,52.0,17,4.0,Design,Singapore,83.0,Nigeria,5.0,22,479.9622641509434,1,6,4,1,1,68.0,13.7
2943.0,3.1,87.0,19,7.0,Web Development,Singapore,23.0,Canada,3.3,364,33.44318181818182,4,6,2,2,1,133.0,116.22
10957.0,1.5,63.0,1,5.0,Marketing,UK,4.0,Australia,1.0,469,171.203125,2,8,0,1,0,5.0,141.39999999999998
10880.0,2.8,62.0,3,8.0,Design,Australia,12.0,Ukraine,4.7,299,172.6984126984127,1,0,9,2,2,24.0,92.48
8283.0,2.3,91.0,14,7.0,Writing,UK,49.0,Ukraine,1.9,264,90.03260869565217,5,8,9,2,1,98.0,84.16
44741.0,4.6,79.0,5,9.0,Marketing,France,24.0,UK,3.8,415,559.2625,2,3,7,0,2,45.0,127.52
17868.0,1.2,15.0,11,8.0,Marketing,Canada,13.0,Ukraine,3.1,345,1116.75,2,2,9,1,1,88.0,108.04
15828.0,3.8,69.0,17,9.0,Writing,Singapore,68.0,Philippines,2.3,348,226.11428571428573,5,6,6,0,1,153.0,110.41999999999999
26715.0,1.7,65.0,19,1.0,Web Development,France,72.0,Nigeria,2.1,186,404.77272727272725,4,3,4,1,1,19.0,62.339999999999996
34095.0,2.3,12.0,3,3.0,Data Science,UAE,34.0,India,4.7,297,2622.6923076923076,0,7,3,2,2,9.0,91.88
27806.0,2.7,46.0,0,5.0,Web Development,Singapore,9.0,UK,4.6,189,591.6170212765958,4,6,7,2,0,0.0,58.53999999999999
20415.0,4.6,8.0,14,9.0,Data Science,UAE,10.0,India,3.1,402,2268.3333333333335,0,7,3,0,1,126.0,126.03999999999999
40415.0,2.0,62.0,17,8.0,Mobile App,France,65.0,UK,2.0,239,641.5079365079365,3,3,7,1,1,136.0,77.60000000000001
37719.0,1.4,33.0,13,7.0,Writing,Singapore,72.0,India,1.4,348,1109.3823529411766,5,6,3,1,1,91.0,108.85999999999999
15843.0,2.3,80.0,2,2.0,Marketing,USA,74.0,Nigeria,1.6,372,195.59259259259258,2,9,4,2,0,4.0,112.83999999999999
46903.0,1.4,90.0,14,6.0,Marketing,Australia,54.0,Philippines,3.1,126,515.4175824175824,2,0,6,1,1,84.0,43.239999999999995
39227.0,1.5,28.0,4,4.0,Marketing,Australia,43.0,Philippines,2.2,290,1352.655172413793,2,0,6,1,2,16.0,89.08
